archivo,latitud,longitud,localidad,alcaldia_cercana,dist_alcaldia_m,dist_troncal_m,dist_camara_m
IMG_8701_anonymous.JPG,4.765744444444445,-74.06101944444444,SUBA,Alcaldía Local de Suba,3773,770,1487
TC_00000_anonymous 1.jpeg,4.664311111111111,-74.05738888888888,CHAPINERO,Alcaldía Local de Chapinero,2597,90,1711
297e9151-5041-4a10-a1e2-14d12af9b555_anonymous.jpg,4.7259,-74.0758,SUBA,Alcaldía Local de Suba,1877,103,398
IMG_8700_anonymous.JPG,4.76595,-74.06108055555555,SUBA,Alcaldía Local de Suba,3786,785,1506
TC_00010_anonymous 1.jpeg,4.723177777777778,-74.052375,SUBA,Alcaldía Local de Usaquén,3881,56,1467
TC_00003_anonymous.jpeg,4.701247222222222,-74.06184444444445,SUBA,Alcaldía Local de Usaquén,3443,59,846
c8f3c5a5-386f-4f8a-ad75-eef697982c89_anonymous.jpeg,4.6847,-74.0468,USAQUEN,Alcaldía Local de Usaquén,2056,19,1164
hueco1_anonymous.jpg,4.8955468,-74.0462196,,Alcaldía Local de Suba,17633,8412,14793
1_anonymous.jpeg,4.700042,-74.062165,SUBA,Alcaldía Local de Barrios Unidos,3421,13,803
TimePhoto_20260509_164752_anonymous.jpg,4.6825844,-74.1409562,FONTIBON,Alcaldía Local de Fontibón,1007,126,2840
IMG_8703_anonymous.JPG,4.765744444444445,-74.06101944444444,SUBA,Alcaldía Local de Suba,3773,770,1487
TC_00000_anonymous.jpeg,4.664311111111111,-74.05738888888888,CHAPINERO,Alcaldía Local de Chapinero,2597,90,1711
hueco3_anonymous.jpg,4.893571,-74.0524314,,Alcaldía Local de Suba,17267,8331,14598
TC_00004_anonymous.jpeg,4.698102777777778,-74.05975277777777,SUBA,Alcaldía Local de Usaquén,3161,235,470
b1bd0ef8-462a-4e7c-95cc-0d687eeff5e9_anonymous.jpeg,4.6808,-74.0473,CHAPINERO,Alcaldía Local de Usaquén,2366,252,941
70e698ed-cdd0-4649-a64f-9a60ce0a8ed9_anonymous.jpg,4.726,-74.0755,SUBA,Alcaldía Local de Suba,1884,70,390
TimePhoto_20260510_123328_anonymous.jpg,4.67410372,-74.11219775,ENGATIVA,Alcaldía Local de Engativá,2144,111,668
3_anonymous.jpeg,4.6480312,-74.0606606,CHAPINERO,Alcaldía Local de Chapinero,803,38,502
TC_00008_anonymous 1.jpeg,4.723302777777778,-74.05254444444444,SUBA,Alcaldía Local de Usaquén,3903,50,1479
282300f9-e8ae-4e52-96fb-b31c5076cd81_anonymous.jpg,4.726,-74.0755,SUBA,Alcaldía Local de Suba,1884,70,390
IMG_8704_anonymous.JPG,4.765213888888889,-74.06022777777777,SUBA,Alcaldía Local de Suba,3791,774,1462
TC_00005_anonymous.jpeg,4.699552777777778,-74.05912777777777,SUBA,Alcaldía Local de Usaquén,3113,65,494
TimePhoto_20260510_123439_anonymous.jpg,4.67457853,-74.11241195,ENGATIVA,Alcaldía Local de Engativá,2126,92,712
hueco4_anonymous.jpg,4.8896833,-74.0478084,,Alcaldía Local de Suba,16961,7803,14148
76f69344-edc2-478a-ba90-4885ffa2d82e_anonymous.jpeg,4.6799,-74.0503,CHAPINERO,Alcaldía Local de Usaquén,2684,3,948
4_anonymous.jpeg,4.6507754,-74.0594779,CHAPINERO,Alcaldía Local de Chapinero,1129,1,734
TC_00007_anonymous 1.jpeg,4.723302777777778,-74.05254444444444,SUBA,Alcaldía Local de Usaquén,3903,50,1479
TC_00001_anonymous 3.jpeg,4.663322222222223,-74.05814444444444,CHAPINERO,Alcaldía Local de Chapinero,2467,70,1667
TC_00001_anonymous.jpeg,4.663322222222223,-74.05814444444444,CHAPINERO,Alcaldía Local de Chapinero,2467,70,1667
TC_00007_anonymous.jpeg,4.699952777777778,-74.0617,SUBA,Alcaldía Local de Usaquén,3402,66,753
TimePhoto_20260510_123821_anonymous.jpg,4.67739987,-74.11379724,ENGATIVA,Alcaldía Local de Engativá,2060,5,1011
6327e50d-ec8e-4061-8c40-d5ef62ad59b4_anonymous.jpg,4.726,-74.0755,SUBA,Alcaldía Local de Suba,1884,70,390
hueco5_anonymous.jpg,4.8904823,-74.0474721,,Alcaldía Local de Suba,17056,7883,14236
5_anonymous.jpeg,4.6489036,-74.0592006,CHAPINERO,Alcaldía Local de Chapinero,976,1,685
TC_00006_anonymous 1.jpeg,4.723302777777778,-74.05254444444444,SUBA,Alcaldía Local de Usaquén,3903,50,1479
20048e52-294e-4b13-acba-6fd1537d3178_anonymous.jpeg,4.6789,-74.0547,CHAPINERO,Alcaldía Local de Barrios Unidos,2949,167,645
IMG_8706_anonymous.JPG,4.764780555555555,-74.06036388888889,SUBA,Alcaldía Local de Suba,3747,727,1412
TimePhoto_20260510_124736_anonymous.jpg,4.67464688,-74.10915198,ENGATIVA,Alcaldía Local de Engativá,1866,17,426
ab11bb49-04c8-495c-b6a2-bb6552cd6899_anonymous.jpg,4.7249,-74.0817,SUBA,Alcaldía Local de Suba,1766,754,901
hueco6_anonymous.jpg,4.8892042,-74.0480596,,Alcaldía Local de Suba,16903,7756,14096
6_anonymous.jpeg,4.6517086,-74.0568709,CHAPINERO,Alcaldía Local de Chapinero,1380,23,1037
TC_00000_anonymous 2.jpeg,4.664311111111111,-74.05738888888888,CHAPINERO,Alcaldía Local de Chapinero,2597,90,1711
TC_00009_anonymous.jpeg,4.702297222222223,-74.06233888888889,SUBA,Alcaldía Local de Usaquén,3522,164,962
IMG_8707_anonymous.JPG,4.7646138888888885,-74.0604861111111,SUBA,Alcaldía Local de Suba,3724,704,1390
0bfd059b-5552-4cf5-bd34-c7c026acc16e_anonymous.jpg,4.7253,-74.0796,SUBA,Alcaldía Local de Suba,1774,523,693
TC_00008_anonymous.jpeg,4.701936111111111,-74.0624,SUBA,Alcaldía Local de Usaquén,3520,124,941
61e2f3aa-82a6-4228-b6f6-f1c99b25b0c1_anonymous.jpeg,4.6778,-74.0479,CHAPINERO,Alcaldía Local de Usaquén,2644,19,753
916aa224-30b1-4777-a97c-b3592c5fe869_anonymous.jpeg,4.6789,-74.0547,CHAPINERO,Alcaldía Local de Barrios Unidos,2949,167,645
hueco7_anonymous.jpg,4.8986753,-74.0434382,,Alcaldía Local de Suba,18044,8715,15139
IMG_8708_anonymous.JPG,4.7646138888888885,-74.0604861111111,SUBA,Alcaldía Local de Suba,3724,704,1390
TC_00005_anonymous 2.jpeg,4.723302777777778,-74.05254444444444,SUBA,Alcaldía Local de Usaquén,3903,50,1479
TC_00000_anonymous 3.jpeg,4.664311111111111,-74.05738888888888,CHAPINERO,Alcaldía Local de Chapinero,2597,90,1711
TC_00004_anonymous 2.jpeg,4.723361111111111,-74.05276388888889,SUBA,Alcaldía Local de Usaquén,3923,51,1483
7_anonymous.jpeg,4.6531641,-74.0562105,CHAPINERO,Alcaldía Local de Chapinero,1552,1,1181
TimePhoto_20260510_161404_anonymous.jpg,4.70308402,-74.05918332,SUBA,Alcaldía Local de Usaquén,3205,307,800
TC_00015_anonymous.jpeg,4.701058333333333,-74.06835277777778,SUBA,Alcaldía Local de Barrios Unidos,3148,0,1478
TimePhoto_20260510_161620_anonymous.jpg,4.70345035,-74.06293558,SUBA,Alcaldía Local de Usaquén,3617,264,1097
IMG_8709_anonymous.JPG,4.7646138888888885,-74.0604861111111,SUBA,Alcaldía Local de Suba,3724,704,1390
c946813e-a677-4417-8369-fe2d96b60e17_anonymous.jpeg,4.6769,-74.0471,CHAPINERO,Alcaldía Local de Usaquén,2658,67,623
9915b1a2-7ea2-4b4e-8787-efff9f4dfad7_anonymous.jpg,4.7253,-74.0796,SUBA,Alcaldía Local de Suba,1774,523,693
hueco8_anonymous.jpeg,4.702407,-74.062278,SUBA,Alcaldía Local de Usaquén,3518,177,965
8_anonymous.jpeg,4.6547079,-74.0554176,CHAPINERO,Alcaldía Local de Chapinero,1741,0,1350
TC_00001_anonymous 4.jpeg,4.663322222222223,-74.05814444444444,CHAPINERO,Alcaldía Local de Chapinero,2467,70,1667
TC_00017_anonymous.jpeg,4.700694444444444,-74.06820555555555,SUBA,Alcaldía Local de Barrios Unidos,3120,41,1450
2f762052-db02-467d-8a05-edc5416e1b94_anonymous.jpg,4.7253,-74.0796,SUBA,Alcaldía Local de Suba,1774,523,693
WhatsApp Image 2026-05-10 at 20.06.38_anonymous.jpeg,4.695556,-74.060556,SUBA,Alcaldía Local de Barrios Unidos,3170,231,540
TC_00002_anonymous 1.jpeg,4.722497222222223,-74.05378611111111,SUBA,Alcaldía Local de Usaquén,3918,49,1384
hueco9_anonymous.jpeg,4.700902,-74.059893,SUBA,Alcaldía Local de Usaquén,3224,57,659
15ab0e6e-7b37-4466-bffb-1587e52d1ee3_anonymous.jpeg,4.6789,-74.0547,CHAPINERO,Alcaldía Local de Barrios Unidos,2949,167,645
TC_00000_anonymous 4.jpeg,4.664311111111111,-74.05738888888888,CHAPINERO,Alcaldía Local de Chapinero,2597,90,1711
9_anonymous.jpeg,4.6631732,-74.0554176,CHAPINERO,Alcaldía Local de Chapinero,2557,67,1872
IMG_8711_anonymous.JPG,4.763827777777778,-74.06105,SUBA,Alcaldía Local de Suba,3618,597,1286
WhatsApp Image 2026-05-10 at 20.06.44_anonymous.jpeg,4.695556,-74.060556,SUBA,Alcaldía Local de Barrios Unidos,3170,231,540
10_anonymous.jpeg,4.663678,-74.0600774,CHAPINERO,Alcaldía Local de Chapinero,2451,20,1453
297e9151-5041-4a10-a1e2-14d12af9b555_anonymous 2.jpg,4.725,-74.0813,SUBA,Alcaldía Local de Suba,1763,710,861
TC_00001_anonymous 1 2.jpeg,4.721605555555556,-74.0542,SUBA,Alcaldía Local de Usaquén,3872,12,1287
TC_00018_anonymous.jpeg,4.7013750000000005,-74.06788611111111,SUBA,Alcaldía Local de Barrios Unidos,3203,5,1442
hueco10_anonymous.jpeg,4.700042,-74.062165,SUBA,Alcaldía Local de Barrios Unidos,3421,13,803
IMG_8712_anonymous.JPG,4.763019444444445,-74.0612861111111,SUBA,Alcaldía Local de Suba,3537,510,1193
c8f3c5a5-386f-4f8a-ad75-eef697982c89_anonymous 2.jpeg,4.6847,-74.0468,USAQUEN,Alcaldía Local de Usaquén,2056,19,1164
TC_00001_anonymous 2 2.jpeg,4.663322222222223,-74.05814444444444,CHAPINERO,Alcaldía Local de Chapinero,2467,70,1667
