index,archivo,latitud,longitud
135,985ecf8f4752458a96249352accbceec.jpeg,,
136,abb2cd8e0d2d45a3b0516f241600e4c4.jpg,4.600200277777778,-74.06898972222221
137,abf3c8020be64da08eac3bf1df467360.jpg,4.585249999999999,-74.135315
138,f2f78f44fd6744b796967c03be05bc40.jpeg,4.6657472222222225,-74.07926111111111
139,c2366e6c0d3848b287bcf928ef07608c.jpeg,,
140,e937ec95df7f489bbf54e7819f26deda.jpeg,,
141,9280450dd85d433da5b9a8cf6e55101f.jpeg,4.6657472222222225,-74.07926111111111
142,7992c118ba914f14a4f2e73733f3da70.jpeg,,
143,5d2a32bf60e840a1a075d48351fefc39.jpeg,,
144,f6bc89dd63a94fa69b29f8b0038e3636.jpg,4.599825833333333,-74.07197416666666
145,498d7499200440c2b8ee871da08d0de3.jpg,,
146,daf456d888e3401bb7bf4b68d9f2a7da.jpg,,
147,d79f672b8a1041a890924608c17724f0.jpg,,
148,416034af218a4744ba96e77640194d55.jpg,,
149,4def24a981ca446d8fc33e10f6065b7a.jpeg,4.734938888888889,-74.06414722222222
150,c33736da66374fa9a26c532ff4e11bb0.jpg,,
151,c1666789f3e84bc793e162f10d1e15c8.jpg,,
152,d981a62289174690a93479e9c8903703.jpeg,4.697111111111111,-74.07788888888888
153,e4d398d70b2d44c58e72c1eda9e7c222.jpeg,4.738683333333333,-74.05764722222222
154,a035e75efe09478badaf481bb455530b.jpeg,4.6657472222222225,-74.07926111111111
155,9252c7f6bd064c199ebab70b4a60c038.jpeg,4.739894444444444,-74.06566666666666
156,c262d74f2dfc4cc2b446af00fe8e0a77.jpeg,,
157,fa2960d368e148ffa343b91be5393915.jpeg,4.738683333333333,-74.05764722222222
158,984e5aebc5f84b1b94767454fddd46b6.jpeg,4.697227777777778,-74.07805555555555
159,b77563bacf884180a25f591ecab517b4.jpeg,,
160,2a48fce5f15e46b49be81e0f4dd16ae1.jpg,4.58562,-74.13676000000001
161,874805bcbb0e4293bb46797ae1ebf785.jpeg,,
162,77241e6c58a24daf8b58713722ea98df.jpg,,
163,41f38383acb8453a9f1073c1a16a964c.jpeg,4.73555,-74.06384166666666
164,45b0725a73044f5cbb1f712185ca009e.jpeg,4.705855555555556,-74.03665833333334
165,0eb6dd10f7af432695f177ecd26dc3b8.jpg,,
166,4c10e9d646b1496f885d9559e7cf0640.jpeg,,
167,a249a95e742b4b2ba79dcf5a4c042056.jpeg,4.707794444444445,-74.03688055555556
168,020a676b2dd842c8a663b60b28c63c2a.jpeg,4.734938888888889,-74.06414722222222
169,8c99620cac654aae826fa22b2510a125.jpeg,,
170,f8a987228f9445439dab7dce7334e57a.jpg,4.63772,-74.09156527777778
171,8dc3c61dccd84469b62e0a4cc43ddc41.jpg,,
172,214814aebd77488e9ceee5266fe793e6.jpeg,,
173,9dc8b614485040a79f4f7ea027e5fcff.jpeg,4.752058333333333,-74.08370833333333
174,80c1ceef82704751b0526e2807cc2465.jpg,,
175,e71c51fbda4f4d33b3f7a36f9ba0e4d5.jpeg,,
176,e0a61408c2164736adc7ef84cbc047ce.jpeg,4.731572222222223,-74.06770277777777
177,98026dc40bfe42df9412eecf4ce486d5.jpeg,4.751644444444445,-74.08322777777778
178,0497126e15144bc795388968fab72125.jpg,,
179,09de2a58a50d47a1b5a372e8d1ed9ae5.jpeg,,
180,b08ae24ee0ef4f02b9e1875013d3a78d.jpg,,
181,9c704d54ee49487697ed07e2c9ea7aa2.jpg,4.585684722222222,-74.13678166666668
182,4e8f83db9b0c43a48feb783f2fb65030.jpg,,
183,bdf207d3483a4ee69a7a99cba50a30ff.jpeg,,
